# 전역 수치 상수 — src/shared/constants.ts 가 이 표를 읽는다 (K.num / K.bool).
# key 는 코드가 찾는 이름이므로 바꾸지 않는다. 고치는 것은 value 뿐이다.
key,value,note
# ── 2026-09-09 레이드 플레이 개선: 의사소통 휠 (owner: ui/hud/CommsWheel) ──
COMMS_WHEEL_HOLD_S,0.18,H 를 이만큼 누르고 있어야 의사소통 휠이 열린다(초). 짧게 톡 누르면 아무 일도 없다.
COMMS_WHEEL_DEAD_PX,26,휠 중심에서 이 화면 거리(px)를 넘겨야 방향 한 칸이 선택된다.
COMMS_COOLDOWN_S,2,같은 사람이 다시 한 마디를 보낼 수 있게 되기까지의 시간(초).

# ── 2026-09-09: 버려진 구조물 (owner: world/Structures) ──
STRUCTURE_SCAN_RADIUS,170,구조물 컴퓨터의 행성 스캔이 안개를 걷는 반경(m).
STRUCTURE_SCAN_HOLD_S,3,행성 스캔 콘솔을 꾹 눌러야 하는 시간(초).
STRUCTURE_UNLOCK_HOLD_S,2,열쇠 · 키카드로 잠긴 문(전진기지 지하실 · 연구소 잠긴 방)을 여는 홀드 시간(초).
STRUCTURE_INTERACT_RANGE,2.8,구조물 문 · 컴퓨터 상호작용 거리(m).

# ── 2026-09-09: 선로 · 전차 (owner: world/Rails) ──
RAIL_CHANCE,0.7,구역에 선로가 놓일 확률 (0 = 언제나 없음).
ROVER_CHANCE,0.6,"구역에 탐사 차량 흙길이 놓일 확률 (0 = 언제나 없음). 2026-09-14: 선로와 같은 확률 배치로 바꿨다 — 전에는 굴림 없이 늘 계획해 실측 100 % 였고, 그러면 정보상(레이븐)의 「탐사 차량 확정」 줄이 아무것도 사지 못한다. 그 줄이 값을 가지려면 이 값이 1.0 이 아니어야 한다 (scripts/smoke-intel.mjs 가 매번 실측 배치율을 찍는다)."
RAIL_CLEARANCE_M,9,선로 중심선 좌우로 아무것도 놓지 않는 회랑의 반폭(m). 구조물 · 폐허 · 둥지 · 크레이터 · 소품 · 상자 · 채집물이 이 안에 들어오지 않는다 (플랫폼은 선로 시설이라 예외).
TRAM_SPEED,11.2,전차 최고 주행 속도(m/s). 2026-09-10: 14 → 11.2 (예전의 0.8배).
TRAM_START_HOLD_S,1.5,플랫폼 콘솔에서 전차에 시동을 거는 홀드 시간(초).
TRAM_START_DELAY_S,1,시동 알림이 뜬 뒤 전차가 실제로 움직이기 시작할 때까지의 시간(초).
TRAM_ACCEL_S,3,움직이기 시작한 뒤 최고 속도(TRAM_SPEED)에 닿을 때까지의 시간(초). 가속은 cubic ease-in 이다.
TRAM_DOCK_S,8,전차가 플랫폼에 정차해 있는 시간(초).

# ── 2026-09-09: 로그 강하 (owner: enemies/RogueDrop) ──
ROGUE_DROP_CHANCE,0.45,"2026-09-13 은퇴 — 강하 확률은 행성 threat 표 RAIDER_DROP_CHANCE_BY_THREAT(tables.csv)가 정한다. 계약 export 만 읽는다. (옛 뜻: 구조물 · 플랫폼을 조사할 때 로그 강하가 트리거될 확률.)"
ROGUE_DROP_ETA_S,8,예고에서 착지까지의 시간(초).
ROGUE_DROP_RADIUS,26,착지 지점이 흩어지는 반경(m).

# ── 2026-09-09: 환경 재해 (owner: world/Hazard) ──
HAZARD_START_MIN_S,360,재해 시작 시각의 하한(초 · 레이드 시작 기준).
HAZARD_START_MAX_S,480,재해 시작 시각의 상한(초).
HAZARD_START_STEP_S,30,시작 시각을 이 간격(초)으로 끊어 뽑는다 (예: 6분 30초).
HAZARD_WARN_S,30,시작 이 초 전에 예고 방송이 나간다.
HAZARD_DPS,1,피해 구역 안에서 초당 받는 피해.
HAZARD_TICK_S,1,피해를 주는 주기(초).
HAZARD_FULL_S,420,재해가 시작해서 맵을 완전히 덮기까지의 시간(초). 이후에는 안전지대가 없다.
HAZARD_FOG_MUL,7,피해 구역 안에서 포그 농도에 곱하는 배수 (시야 제한).
HAZARD_EDGE_M,12,구역 경계의 페더 폭(m) — 화면 효과가 서서히 올라온다.
STORM_EYE_RADIUS_START,300,"폭풍의 눈: 처음 안전 원 반경의 하한(m). 2026-09-13: 실제 처음 반경은 눈 중심에서 가장 먼 맵 꼭짓점까지의 거리(+STORM_EYE_START_MARGIN_M)라 늘 이보다 크다 — 시작 순간 맵 전체가 안전하고 거기서 서서히 좁아진다."
STORM_EYE_RADIUS_END,0,"폭풍의 눈: 끝까지 좁아졌을 때의 반경(m). 2026-09-11 (C-15): 60 → 0 — 다른 재해처럼 끝까지 가면 안전지대가 없다 (옛 60 m 는 맵의 2.8 %)."
SPORE_START_S,360,독성 포자만은 시작 시각이 고정이다(초).
SPORE_SOURCES_MIN,3,거대 버섯 군락(= 포자 발생지)의 최소 개수.
SPORE_SOURCES_MAX,6,거대 버섯 군락의 최대 개수.
SPORE_SOURCE_INTERVAL_S,50,발생지가 하나씩 더 피어오르는 간격(초).
SPORE_RADIUS_MAX,110,발생지 하나가 끝까지 자랐을 때의 반경(m).
SPORE_GROWTH_MPS,1.6,발생지 반경이 자라는 속도(m/s).
# ── 2026-09-13: 재해 세기 · 독성 포자 배치 · 탈출 패드 수 (owner: world/Hazard · world/layout — 패드 수 표는 tables.csv 의 EXTRACTION_PADS_*_BY_THREAT) ──
HAZARD_DPS_MAX,5,"재해가 맵을 다 덮었을 때(진행도 1)의 초당 피해. HAZARD_DPS(시작)에서 진행도에 비례해 오른다. 적(HAZARD_ENEMY_DPS) · 끊긴 분대원도 같은 비율로 오른다."
HAZARD_FOG_RAMP_START,0.5,"재해 시작 시 시야 제한의 세기 배율 — hazards.csv fogMul 의 (fogMul − 1) 에 곱한다. 진행도에 따라 HAZARD_FOG_RAMP_END 까지 오른다."
HAZARD_FOG_RAMP_END,1.25,"진행도 1 에서의 시야 제한 세기 배율 (1 = hazards.csv 의 fogMul 그대로)."
HAZARD_PARTICLE_RAMP_START,0.35,"재해 시작 시 그리는 입자 비율 (hazards.csv particleCount 에 곱한다). 진행도에 따라 HAZARD_PARTICLE_RAMP_END 까지."
HAZARD_PARTICLE_RAMP_END,1,"진행도 1 에서 그리는 입자 비율 (1 = particleCount 전부)."
HAZARD_FRONT_SPAWN_JITTER_RAD,0.6,"모래 폭풍 · 눈보라 전선은 강하 지점이 붙은 맵 가장자리 쪽에서 들어온다 — 그 방향에서 ± 이 각도(rad) 안으로 흔든다."
STORM_EYE_START_MARGIN_M,0,"폭풍의 눈 처음 반경 = 눈 중심에서 가장 먼 맵 꼭짓점까지의 거리 + 이 값(m). 0 이면 시작 순간 맵 전체가 안전하다."
SPORE_SPAWN_CENTER_M,36,"독성 포자 레이드의 강하 지점: 맵 중심에서 이 반경(m) 안 (선로 회랑에 걸리면 조금씩 넓혀 다시 뽑는다)."
SPORE_CENTER_RADIUS_M,170,"독성 포자 레이드의 거대 버섯 군락(발생지)은 맵 중심에서 이 반경(m) 안에 선다 (자리가 없으면 넓힌다)."
SPORE_GROVE_SPAWN_GAP_M,80,"독성 포자 레이드: 군락 중심은 강하 지점에서 최소 이만큼(m) 떨어진다 — 강하하자마자 독 안에 있지 않게."
SPORE_CENTER_GROVE_GAP_M,80,"독성 포자 레이드: 중앙 군락끼리의 최소 간격(m)."
EXTRACTION_OUTER_MIN_M,200,"독성 포자 레이드의 탈출 패드는 맵 외곽에 선다 — 맵 중심에서 x · z 중 큰 쪽이 이 값(m) 이상인 자리만 (포자가 마지막에 닿는 곳)."
EXTRACTION_PADS_SPORES_MIN,2,"독성 포자 레이드의 탈출 패드 최소 수 (행성 threat 와 무관)."
EXTRACTION_PADS_SPORES_MAX,3,"독성 포자 레이드의 탈출 패드 최대 수."

# ── 발소리 (2026-09-10) — 로컬은 감쇠 없음 · 원격만 거리에 따라 줄어든다 ──
FOOTSTEP_AUDIBLE_RANGE,26,원격 분대원 발소리가 들리는 최대 거리(m). 이보다 멀면 아예 재생하지 않는다.
FOOTSTEP_FALLOFF_EXP,1.6,거리 감쇠 곡선의 지수 — 크게 할수록 가까이서만 들린다. (1 - d/range)^exp 를 곱한다.
FOOTSTEP_REMOTE_GAIN,1.7,원격 발소리에 곱하는 기본 배수 (거리 감쇠를 먹기 전). 자기 발소리보다 멀리 있으니 밑값을 올린다.
FOOTSTEP_VOL_SPRINT,0.5,달리기 발소리 크기.
FOOTSTEP_VOL_WALK,0.32,걷기 발소리 크기.
FOOTSTEP_VOL_CROUCH,0.2,웅크림 발소리 크기.
FOOTSTEP_VOL_PRONE,0.12,엎드림(기어가기) 발소리 크기.
FOOTSTEP_MIN_INTERVAL_S,0.15,한 사람의 발소리 사이 최소 간격(초) — 스냅샷이 튀어도 연발되지 않는다.

# ── 방탄복 = 실드 (2026-09-10) ──
ARMOR_SHIELD_PER_SEGMENT,20,"좌하단 게이지 한 칸이 나타내는 실드/체력 양. 체력 100 = 5칸, 방탄복 V 실드 100 = 5칸."

# ── 적이 벽에 대고 쏘지 않게 (2026-09-10) — 총구 사선 검사 · 벽 이격 ──
ENEMY_WALL_STANDOFF,1,"원거리 적(로그 · 스퓨어)이 사격할 때 총구와 장애물 사이에 있어야 하는 최소 거리(m). 사선 검사는 총구에서 이만큼 뒤로 물러난 지점(제 몸 안 — 적은 월드 장애물이 아니다)에서 쏘므로, 총구가 벽에 박혀 있으면 벽 안쪽에서 밖으로 쏴 통과해 버리는 대신 제대로 막힌 것으로 읽힌다. 막히면 사격만 보류하고 옆으로 비켜선다(이동은 막지 않는다)."
ENEMY_FIRE_LOS_S,0.25,"총구 → 표적 사선 검사 주기(초). 적마다 결과를 캐시한다 — 매 프레임 · 매 발마다 레이캐스트를 쏘면 핫 패스가 죽는다. 표적이 바뀌면 캐시는 즉시 버린다."
ENEMY_FIRE_STRAFE_S,1.5,"사선이 막힌 원거리 적이 한 번에 옆으로 비켜서는 시간(초). 이 시간이 지나도 못 뚫으면 로그는 새 엄폐물을 고르고 · 스퓨어는 반대쪽으로 돌고 · 포병은 반대쪽으로 자리를 옮겨 다시 판다."
DANGER_NEAR_RADIUS,40,위험 인디케이터(HUD): 인지력 반경 밖이라도 이 거리(m) 안에 떨어지는 곡사포탄은 무조건 보여 준다. 날아오는 줄도 모르고 맞는 것을 막는 최소 경고.

# ── 로그 강하 경보 (2026-09-10) — owner: audio/AudioSystem · ui/hud/DangerIndicators ──
ROGUE_DROP_ALERT_RADIUS,260,"로그 강하 경보 전용 반경(m). 강하는 대기를 찢는 굉음이라 평소의 인지력 반경(DETECT_ENEMY_BASE_RADIUS 26 m)을 쓰지 않는다 — 이 반경 안이면 경보음도 HUD 위험 표시도 무조건 뜬다. 밖이면 아무것도 없다(MAP_SIZE 640 이므로 맵 반대편까지는 들리지 않는다)."
ROGUE_DROP_ALERT_FALLOFF_EXP,1.3,"강하음의 거리 감쇠 지수. (1 - d/ROGUE_DROP_ALERT_RADIUS)^exp 를 곱한다 — 원격 발소리(FOOTSTEP_FALLOFF_EXP)와 같은 철학이다. 게이트만 넓히고 감쇠는 남긴다."
ROGUE_DROP_ALARM_VOLUME,0.95,"강하 경보음(rogue_drop_alarm)의 밑 크기 — 거리 감쇠를 먹기 전 값."
ROGUE_DROP_FALL_VOLUME,0.9,"강하 낙하음(rogue_pod_fall)의 밑 크기 — 거리 감쇠를 먹기 전 값."
ROGUE_DROP_MIN_VOLUME,0.02,"이 크기 밑으로 줄어든 강하음은 보이스를 만들지 않고 버린다."
ROGUE_DROP_FALL_LEAD_S,4.2,"착지 몇 초 전에 낙하 굉음이 시작되는가. rogue_pod_fall 의 길이와 맞춰 두면 소리가 잦아드는 순간 포드가 꽂힌다."

# ── 2026-09-10: 전차 탑승 · 전차 충돌 · 플랫폼 계단 (owner: player/PlayerController · world/Rails) ──
RIDE_HEADROOM,2.6,"움직이는 발판(전차 데크) 윗면에서 이 높이(m) 안에 있으면 아직 탄 것으로 본다. 점프해도 이 안이라 차량과 함께 날아간다."
RIDE_FOOT_DROP,0.7,"발판 윗면보다 이만큼(m) 아래까지는 아직 탑승이다 — 경사 · 프레임 요동으로 한두 프레임 발이 뜨거나 빠져도 내려지지 않는다."
RIDE_EDGE_MARGIN,0.35,"차량 콜라이더 단면 밖으로 이만큼(m) 벗어나도 아직 탑승이다. 이보다 더 나가면 하차이고 관성만 남는다."
RIDE_INERTIA_S,1.2,"하차한 뒤 차량의 관성이 남아 있는 최대 시간(초)."
RIDE_INERTIA_DAMP,3.2,"하차 관성이 줄어드는 지수 감쇠 계수(1/초). 클수록 빨리 멎는다."
TRAM_HIT_SPEED_MIN,7,"이 속도(m/s) 밑으로 달리는 전차는 부딪혀도 다치지 않는다. TRAM_SPEED 에 가까울수록 위험하다."
TRAM_HIT_DAMAGE,60,"최고 속도(TRAM_SPEED)로 달리는 전차에 치였을 때의 피해. 실제 피해는 그때 속도에 비례한다 (실드부터 닳는다)."
TRAM_HIT_KNOCKBACK,15,"전차에 치였을 때 튕겨 나가는 속도(m/s) — 최고 속도 기준이고 그때 속도에 비례한다."
TRAM_HIT_COOLDOWN_S,1.5,"같은 사람이 전차에 다시 치일 수 있게 되기까지의 시간(초)."
TRAM_HIT_FLOOR_CLEAR,0.18,"전차 바닥보다 발이 이만큼(m) 아래에 있어야 치인 것으로 본다 — 탑승자(바닥 높이)와 플랫폼 위(같은 높이)를 판정에서 빼는 값이다."
TRAM_HIT_REACH,2.4,"전차 바닥에서 아래로 이만큼(m) 까지가 치이는 높이 범위다 (그보다 더 아래는 전차 밑)."
TRAM_CONSOLE_RANGE,2.4,"전차 운전실 콘솔의 상호작용 거리(m)."
RAIL_STAIR_MAX_RISE,0.6,"플랫폼 계단 한 단의 최대 높이(m). PROP_STEP_UP_MAX(0.9) 보다 낮아야 걸어서 올라선다 — 데크가 높으면 단수가 늘어난다."
RAIL_STAIR_DEPTH,0.9,"플랫폼 계단 한 단의 깊이(m). 단끼리 틈 없이 이어 붙는다."
TRAM_CALL_HOLD_S,2,"선로 플랫폼의 호출 콘솔에서 전차를 이 승강장으로 부르는 홀드 시간(초). 시동(TRAM_START_HOLD_S)보다 길다 — 잘못 부르면 전차가 반대편으로 떠난다."
TRAM_CALL_RANGE,2.4,"플랫폼 호출 콘솔의 상호작용 거리(m)."
TRAM_DEPART_NOTICE_RANGE,12,"「전차가 곧 출발합니다」 알림을 받는 거리(m) — 전차 차체 단면 바깥으로 이 안에 있는 사람(탑승자 · 옆 승강장 데크 9 m · 계단 발치)만 본다. 멀리서 호출한 사람은 보지 않는다."

# ── 2026-09-10: 셰이더 선컴파일 · 광원 예산 (owner: core/LightBudget · core/ShaderWarmup · hub/interiors/LightPool) ──
SCENE_POINT_LIGHT_BUDGET,25,"씬에 늘 보이는 점광원 개수. three.js 는 이 개수를 셰이더 프로그램 키에 넣으므로 바뀌면 씬 전체가 다시 컴파일된다(멀티 도킹 · 강하 렉). 모자란 만큼 intensity 0 여분 광원이 채운다. = 상주 광원 15(섬광 풀 6 · 원격 포드 3 · 탈출 함선 3 · 헬포드 · 신호탄 · 분대장 기기) + 레이드의 패드 3 + 콘솔 3 + 구조물 STRUCTURE_POINT_LIGHTS 4 (2026-09-11: 23 → 25). 함선은 HUB_POINT_LIGHTS 8 이라 여분이 2 개다. 진짜 광원이 이 값을 넘으면 경고가 뜨고 smoke-lights 가 실패한다."
HUB_POINT_LIGHTS,8,"함선 인테리어가 한꺼번에 켜는 점광원 개수. 광원 자리 수는 방 개수에서 나오므로(개인 함선은 SHIP_ROOM_COUNT · ROOMS_PER_SIDE 을 따른다 — hub/interiors/PersonalShip.ts) 여기 적지 않는다. 자리는 그대로 두고 플레이어에게 가까운 자리부터 이만큼만 불이 들어온다. 6 이면 격납고 안쪽 벽과 게이트가 어두워진다. 상주 광원 + 이 값 ≤ SCENE_POINT_LIGHT_BUDGET 이어야 한다."
SHADER_WARMUP_TIMEOUT_S,8,"새 장면(함선 · 행성)의 셰이더 컴파일을 기다리며 화면을 멈춰 두는 최대 시간(초). 넘기면 기다리지 않고 그린다(그 프레임에서 예전처럼 멎는다)."

# ── 2026-09-11: 구조물 조명 · 사다리 · 계단 보간 · 투척 궤적 · 옥상 스캐너 (owner: world/Structures · player · weapons/ThrowArc) ──
STRUCTURE_POINT_LIGHTS,4,"버려진 구조물(방 · 지하실)이 한꺼번에 켜는 점광원 개수. 광원 자리는 컨테이너가 있는 방마다 있고 플레이어에게 가까운 자리부터 이만큼만 불이 들어온다. 레이드의 점광원 = 상주 15 + 패드 3 + 콘솔 3 + 이 값 ≤ SCENE_POINT_LIGHT_BUDGET."
STRUCTURE_SCAN_WAVE_S,6,"옥상 맵 스캐너의 파동이 맵 끝까지 퍼지는 시간(초)."
LADDER_GRAB_RANGE,1.6,"사다리 발치 · 꼭대기에서 E 로 매달릴 수 있는 거리(m)."
LADDER_CLIMB_SPEED,2.4,"사다리를 W/S 로 오르내리는 속도(m/s)."
LADDER_SPRINT_SPEED,4.6,"달리기 키를 누른 채 오르내리는 속도(m/s). 스태미나를 쓴다."
LADDER_SPRINT_DRAIN,22,"사다리에서 빠르게 오르내리는 동안 초당 소모하는 스태미나."
LADDER_JUMP_SPEED,7.2,"사다리에서 점프하면 사다리를 놓고 이 속도(m/s)로 위로 뛴다."
LADDER_JUMP_PUSH,2.2,"사다리 점프의 수평 속도(m/s) — 사다리 너머(꼭대기 쪽)로 민다. 꼭대기 근처에서 옥상 가장자리로 올라서는 용도."
LADDER_DROP_PUSH,0.8,"E 로 사다리를 놓을 때 사다리에서 떨어져 나가는 수평 속도(m/s). 벽에 붙은 채로 떨어지지 않게."
LADDER_MOUNT_S,0.35,"꼭대기에 닿아 옥상으로 올라서는 동작의 길이(초)."
STEP_SMOOTH_RATE,14,"지형지물 단차를 오르내릴 때 캐릭터 모델이 물리 위치를 따라잡는 지수 감쇠 계수(1/초). 클수록 빨리 붙는다."
STEP_SMOOTH_MAX,1.1,"한 프레임에 이보다 크게(m) 바뀐 높이는 단차가 아니라 순간이동이므로 보간하지 않는다."
THROW_ARC_PREVIEW_FRACTION,0.5,"투척 궤적 미리보기가 그리는 비율 — 실제 날아갈 수평 거리의 이만큼까지만 점을 찍고 떨어질 자리 표시는 없다. 근력 · 임플란트로 사거리가 늘면 그만큼 길어진다."
BOX_HEADROOM,2.1,"뜬 상자 콜라이더(바닥판 · 천장 · 전차 데크)의 밑면이 발에서 이 높이(m)보다 위에 있으면 몸을 밀어내지 않는다. 사람 몸 높이 + 여유다. player/PlayerController 의 점프 천장 클램프가 발 + 이 값을 천장 밑에 붙잡는다 — 두 판정이 같은 값을 봐야 낮은 천장 밑에서 몸이 옆으로 튕겨 나가지 않는다."

# ── 2026-09-11: 설치 미리보기 · 원격 지뢰 (owner: gadgets) ──
GADGET_PLACE_RANGE,6,"손에 든 설치형 가젯을 조준점에 놓을 수 있는 최대 거리(m, 발에서 수평). 미리보기와 실제 설치가 같은 판정을 쓴다."
GADGET_PLACE_LARGE_MIN_NORMAL_Y,0.9,"대형 설치물(바리케이드 · 점프대 · 포탑)이 서는 바닥의 최소 법선 y. 1 = 완전 평지."
GADGET_PLACE_SMALL_MIN_NORMAL_Y,0.6,"소형 설치물(지뢰 · 원격 지뢰)이 서는 바닥의 최소 법선 y."
GADGET_PLACE_LARGE_MAX_STEP,0.35,"대형 설치물 발자국 안의 바닥 높이 차가 이보다 크면(m) 설치할 수 없다."
GADGET_REMOTE_MINE_DAMAGE,100,"원격 지뢰 한 발의 중심 피해 (2026-09-17 사용자 결정: 260 → 100, 중심 100 · 바깥 50). 2026-09-15 (사용자 결정): 감쇠가 선형에서 EXPLOSION_* 2단 계단으로 바뀌었다 — 중첩 규칙(GADGET_REMOTE_MINE_STACK_MUL)은 그대로다."
GADGET_REMOTE_MINE_RADIUS,6,"원격 지뢰 폭발 반경(m)."
GADGET_REMOTE_MINE_ARM_TIME,1,"원격 지뢰가 설치 뒤 기폭 가능해지기까지(초)."
GADGET_REMOTE_MINE_HP,20,"원격 지뢰 내구도 — 부서지면 기폭되지 않고 사라진다. 2026-09-17: 총 피해 1/3 에 맞춰 60 → 20."
GADGET_REMOTE_MINE_STACK_MUL,0.5,"같은 기폭에서 한 대상이 두 번째 이후로 맞는 원격 지뢰의 피해 배수 (가장 센 한 발만 온전히, 나머지는 각각 이 배수). 2026-09-11 사용자 결정."
GADGET_REMOTE_MINE_MAX_LIVE,8,"한 플레이어가 동시에 월드에 둘 수 있는 원격 지뢰 수. 넘으면 가장 오래된 것부터 사라진다."
GADGET_MOUNTED_MINE_TRIGGER_RADIUS,2.5,"드론 위에 올린 지뢰가 적을 감지하는 반경(m). 움직이는 드론에 달려 있어 바닥 지뢰보다 넓고, 적만 감지한다."
GADGET_PLACE_VERTICAL_REACH,2.5,"설치 미리보기: 설치 자리가 발 높이에서 위아래로 이만큼(m) 넘게 벗어나면 '너무 멀다' 로 거부한다."

# ── 2026-09-11: 드론 (owner: gadgets/drones — shared/drones.ts) ──
DRONE_CONTROL_HOLD_S,0.5,"드론 아이템을 손에 들고 조종을 잡기까지 R 을 누르는 시간(초). 조종 중 같은 홀드로 PC 로 돌아온다."
DRONE_LINK_WARN_RATIO,0.9,"소유자와의 거리 ÷ 사거리가 이 값을 넘으면 화면 외곽이 지지직거린다."
DRONE_GROUND_HP,30,"지상 드론 체력."
DRONE_AIR_HP,10,"공중 드론 체력."
DRONE_GROUND_RANGE,70,"지상 드론 조종이 유지되는 소유자 PC 로부터의 거리(m, 3D). 넘으면 연결이 끊긴다."
DRONE_AIR_RANGE,90,"공중 드론 조종이 유지되는 거리(m, 3D)."
DRONE_GROUND_WALK_MUL,0.5,"지상 드론 기본 속도 = PLAYER_WALK_SPEED × 이 값. 소리도 어그로도 없다."
DRONE_GROUND_SPRINT_MUL,1.5,"지상 드론 질주 속도 = PLAYER_SPRINT_SPEED × 이 값. 스태미나를 쓰지 않지만 소리가 나고 적이 노린다."
DRONE_GROUND_JUMP_HEIGHT,1.6,"지상 드론 점프의 최고 높이(m) — PC 눈높이."
DRONE_NOISE_RADIUS,35,"질주하는 지상 드론의 소음이 적에게 들리는 반경(m)."
DRONE_NOISE_MEMORY_S,4,"질주를 멈춘 뒤에도 적이 그 드론을 노릴 수 있는 시간(초)."
DRONE_NOISE_EMIT_HZ,4,"드론 하나가 world:noise 를 초당 최대 몇 번 내는가."
DRONE_AIR_SPEED,9,"공중 드론 수평 속도(m/s)."
DRONE_AIR_CLIMB_SPEED,5,"공중 드론 상승 · 하강 속도(m/s)."
DRONE_AIR_MAX_ALTITUDE,45,"공중 드론이 발밑 표면 위로 오를 수 있는 최대 고도(m)."
DRONE_RECOVER_HOLD_S,1,"드론 옆에서 E 를 누르고 있어야 회수되는 시간(초)."
DRONE_NET_HZ,15,"drone state 방송 빈도(Hz)."
DRONE_DEPLOY_DIST_GROUND,1.25,"지상 드론을 PC 정면 몇 m 에 내려놓는가."
DRONE_DEPLOY_DIST_AIR,1.4,"공중 드론을 PC 눈 앞 몇 m 에 띄우는가."
DRONE_DEPLOY_LIFT_AIR,0.8,"공중 드론을 PC 눈높이보다 몇 m 위에 띄우는가."
DRONE_GROUND_ACCEL,18,"지상 드론 가속(m/s²)."
DRONE_GROUND_BRAKE,24,"지상 드론 제동(m/s², 입력을 뗐을 때)."
DRONE_GROUND_AIR_ACCEL,3,"지상 드론이 점프로 공중에 있을 때의 조향 가속(m/s²)."
DRONE_RECOVER_AIR_BONUS,1.5,"공중 드론 회수 반경 가산(m) — 머리 위에 떠 있어도 E 가 닿게."
DRONE_AIR_ACCEL,4.5,"공중 드론 수평 가속 응답(1/s). 클수록 입력에 빨리 붙는다."
DRONE_AIR_MIN_CLEARANCE,0.25,"공중 드론 몸 밑과 바닥 사이 최소 여유(m)."

# ── 2026-09-11: 네임드 로그 (owner: enemies — shared/named.ts; 확률 표는 tables.csv, 능력은 enemy_abilities.csv) ──
NAMED_ROGUE_MIN_SPAWN_DIST,140,"레이드 시작 스폰 지점에서 네임드 로그가 서지 않는 최소 거리(m)."
NAMED_LOOT_DURABILITY_MIN,0.01,"네임드 확정 드롭 장비(저격소총 · 방탄복 · 미니건)의 내구도 하한 (최대 내구도 비율)."
NAMED_LOOT_DURABILITY_MAX,0.05,"네임드 확정 드롭 장비의 내구도 상한."

# ── 2026-09-11: C 항목 배치 (커밋 `36e15e3`(계약)) ──
HAZARD_ENEMY_DPS,2,"환경 재해 구역 안의 적이 HAZARD_TICK_S 마다 받는 초당 피해 (C-14). FX · 방송 · 어그로 · 킬 크레딧이 없는 조용한 피해다. 1차값 — 강제 탈출 압박이 줄지 않게 낮게 둔다 (전사 120 = 60초, 베헤모스는 사실상 무시)."
GATHER_SALVAGE_QTY2_CHANCE,0.3,"고철 더미가 폐금속을 1 대신 2 주는 확률 (C-20, 옛 world/Gather.ts 의 하드코딩 0.3). 생성 때 미션 시드로 정한다."
GATHER_HERB_QTY2_CHANCE,0.25,"약초가 1 대신 2 를 주는 확률 (옛 하드코딩 0.25)."
GATHER_SALVAGE_CORE_CHANCE,0.15,"고철 더미가 폐금속과 함께 구동 코어(mat_core)를 더 주는 확률 (C-20). 생성 때 시드 결정 · 수확 이벤트 · XP 는 1회. 코어는 축전 모듈(정제 관문)의 재료라 보수적으로 시작한다."
GATHER_SALVAGE_CORE_QTY,1,"고철 더미의 부가 코어 개수."
BAG_DURABILITY_PER_RAID,10,"장착 가방이 레이드 1회마다 잃는 내구도 (C-36). 탈출 성공 · 사망 모두 한 번. 0 이 되면 효과 없음(격자는 그대로) — 수리비만 크다."

# ── 2026-09-11: 소셜 · 신뢰 · 연결 (커밋 `9bd72ce`(계약) · `b3fc2f0`(구현)) ──
BUFF_RANGE_SLACK,4,"E-4 받는 쪽 버프 검사: 보낸 사람 스냅샷 위치와의 거리가 그 버프 사거리 + 이 값(m) 안이어야 한다. 스냅샷 지연(질주 7 m/s × 약 0.3 s) + 여유."
BUFF_HEAL_RATE_MARGIN,1.5,"E-4 받는 쪽 치유 토큰 버킷: 초당 받을 수 있는 치유 합계 = 실제로 가능한 최대 초당 치유(스프레이 · 오버차지) × 이 배수."
META_HIT_RATE,2,"E-4 분대원이 보낸 meta contractHit(킬이 아닌 목표)을 보낸 사람 · 목표마다 초당 이만큼만 받는다 (토큰 버킷, 버스트 = 이 값의 2배)."
STRAT_MAX_CALL_RANGE,150,"E-4 호스트가 받는 함선 호출: 호출자 스냅샷 위치에서 목표 지점까지 이 거리(m) 안이어야 한다. 실제 조준 사거리 = 상단 시점 TOPVIEW_RANGE 120 · 지면 GROUND_TARGET_RANGE 60 — 그 위에 스냅샷 지연 · 이동 여유 30."
STRAT_COOLDOWN_SLACK_S,3,"E-4 호스트가 호출자별로 들고 있는 공유 쿨타임의 여유(초). 호출자의 쿨타임은 확정 순간 자기 시계로 돌고 호스트는 요청이 도착한 순간부터 재므로, 두 요청의 네트워크 지연 차이만큼 일찍 도착해도 거절하지 않는다."
BUFF_HEAL_BURST_S,2,"E-4 받는 쪽 치유 토큰 버킷의 크기 = 초당 한도 × 이 초. 스프레이는 0.5 s · 오버차지는 0.2 s 마다 몰아 보내고 네트워크가 몇 통을 한꺼번에 줄 수 있다."
HIT_REQUEST_DPS_MAX,5000,"E-4 호스트가 받는 hit 요청(리플리카의 사격 · 근접 · 화염 틱)의 보낸 사람별 초당 피해 합계 상한 (토큰 버킷). 이론 최대 ≈ 2 300 — 돌격소총 V 60×1.48×10 × 오버차지 연사 1.3 ≈ 1 150 · 화염방사기 95 × 대상 12 = 1 140 · 표창 베기 12 대상 동시 — 에 부착물 · 능력치 여유 ×2. E-8 부터 explode 요청(수류탄 · 바주카 · 함선 호출 낙하)도 같은 버킷에서 dmg 를 한 번 뺀다 — 버킷을 따로 두면 두 경로를 번갈아 써서 합계가 두 배가 된다."
